-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2023 in LST
Location: Latitude  -75.83   Longitude 0.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2791.85 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2000,9.36,5.26,1.85,0.29,0.0,0.0,0.0,0.07,1.28,3.95,7.79,10.58,3.37
ALLSKY_SFC_SW_DWN,2001,9.27,5.37,1.92,0.26,0.0,0.0,0.0,0.09,1.24,3.69,7.99,10.31,3.35
ALLSKY_SFC_SW_DWN,2002,8.85,5.31,2.08,0.27,0.0,0.0,0.0,0.08,1.17,3.8,8.13,10.14,3.32
ALLSKY_SFC_SW_DWN,2003,9.35,5.42,2.17,0.29,0.0,0.0,0.0,0.07,1.23,3.85,8.25,10.95,3.47
ALLSKY_SFC_SW_DWN,2004,9.31,5.68,2.01,0.29,0.0,0.0,0.0,0.08,1.26,3.95,8.05,10.56,3.43
ALLSKY_SFC_SW_DWN,2005,9.02,5.43,2.03,0.3,0.0,0.0,0.0,0.09,1.2,3.81,8.31,10.58,3.4
ALLSKY_SFC_SW_DWN,2006,8.91,4.99,2.13,0.28,0.0,0.0,0.0,0.07,1.18,3.56,7.7,10.34,3.26
ALLSKY_SFC_SW_DWN,2007,9.22,5.5,2.22,0.31,0.0,0.0,0.0,0.07,1.18,3.73,7.36,10.56,3.35
ALLSKY_SFC_SW_DWN,2008,9.27,5.67,1.98,0.22,0.0,0.0,0.0,0.08,1.22,3.43,8.0,10.64,3.38
ALLSKY_SFC_SW_DWN,2009,9.07,5.53,1.97,0.28,0.0,0.0,0.0,0.09,1.23,3.89,8.37,10.39,3.4
ALLSKY_SFC_SW_DWN,2010,9.34,5.6,2.13,0.3,0.0,0.0,0.0,0.09,1.19,3.82,8.19,10.37,3.42
ALLSKY_SFC_SW_DWN,2011,9.6,5.37,2.06,0.3,0.0,0.0,0.0,0.07,1.11,3.88,8.61,10.31,3.44
ALLSKY_SFC_SW_DWN,2012,9.59,5.3,2.04,0.29,0.0,0.0,0.0,0.07,1.19,3.84,8.18,10.68,3.43
ALLSKY_SFC_SW_DWN,2013,9.31,5.29,2.11,0.3,0.0,0.0,0.0,0.09,1.21,3.62,7.74,10.56,3.35
ALLSKY_SFC_SW_DWN,2014,9.41,5.91,2.0,0.3,0.0,0.0,0.0,0.06,1.18,3.8,8.35,10.58,3.47
ALLSKY_SFC_SW_DWN,2015,9.51,5.76,2.03,0.29,0.0,0.0,0.0,0.07,1.2,3.91,7.75,10.64,3.43
ALLSKY_SFC_SW_DWN,2016,9.1,5.75,2.16,0.25,0.0,0.0,0.0,0.09,1.19,4.01,8.64,10.5,3.47
ALLSKY_SFC_SW_DWN,2017,9.28,5.46,1.97,0.27,0.0,0.0,0.0,0.08,1.19,4.18,8.05,10.11,3.38
ALLSKY_SFC_SW_DWN,2018,9.47,5.23,1.99,0.29,0.0,0.0,0.0,0.08,1.13,3.73,8.07,10.62,3.38
ALLSKY_SFC_SW_DWN,2019,9.26,5.68,2.14,0.29,0.0,0.0,0.0,0.08,1.19,3.83,7.96,10.78,3.43
ALLSKY_SFC_SW_DWN,2020,9.2,5.69,2.01,0.29,0.0,0.0,0.0,0.1,1.18,3.82,7.82,10.52,3.39
ALLSKY_SFC_SW_DWN,2021,9.26,5.64,1.9,0.27,0.0,0.0,0.0,0.1,1.24,4.07,7.96,10.21,3.39
ALLSKY_SFC_SW_DWN,2022,9.25,5.69,2.05,0.26,0.0,0.0,0.0,0.09,1.21,4.11,8.14,10.74,3.46
ALLSKY_SFC_SW_DWN,2023,9.34,5.56,2.05,0.3,0.0,0.0,0.0,0.08,1.19,3.85,7.68,10.57,3.38
PRECTOTCORR,2000,0.08,0.15,0.2,0.13,0.32,0.07,0.11,0.05,0.14,0.02,0.12,0.04,0.12
PRECTOTCORR,2001,0.08,0.15,0.11,0.11,0.06,0.2,0.08,0.05,0.11,0.21,0.15,0.35,0.14
PRECTOTCORR,2002,0.4,0.08,0.19,0.23,0.12,0.07,0.08,0.23,0.12,0.07,0.14,0.1,0.15
PRECTOTCORR,2003,0.1,0.41,0.11,0.07,0.19,0.05,0.12,0.14,0.07,0.09,0.15,0.02,0.13
PRECTOTCORR,2004,0.09,0.09,0.07,0.13,0.09,0.25,0.34,0.07,0.05,0.12,0.08,0.02,0.12
PRECTOTCORR,2005,0.28,0.07,0.16,0.52,0.1,0.03,0.21,0.12,0.04,0.24,0.06,0.06,0.16
