-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2023 in LST
Location: Latitude  -79.17   Longitude -180.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2000,8.16,5.17,1.37,0.06,0.0,0.0,0.0,0.01,0.79,4.01,7.8,9.66,3.09
ALLSKY_SFC_SW_DWN,2001,8.45,4.36,1.43,0.07,0.0,0.0,0.0,0.01,0.74,3.57,7.4,9.83,2.99
ALLSKY_SFC_SW_DWN,2002,7.78,4.58,1.31,0.05,0.0,0.0,0.0,0.01,0.67,3.49,7.67,9.64,2.93
ALLSKY_SFC_SW_DWN,2003,8.13,4.6,1.32,0.06,0.0,0.0,0.0,0.01,0.77,3.56,7.57,9.4,2.95
ALLSKY_SFC_SW_DWN,2004,8.18,5.02,1.36,0.05,0.0,0.0,0.0,0.01,0.76,3.51,7.44,9.45,2.98
ALLSKY_SFC_SW_DWN,2005,8.01,4.93,1.41,0.05,0.0,0.0,0.0,0.01,0.7,3.51,7.63,9.29,2.96
ALLSKY_SFC_SW_DWN,2006,8.5,4.69,1.39,0.06,0.0,0.0,0.0,0.01,0.67,3.65,7.51,9.26,2.98
ALLSKY_SFC_SW_DWN,2007,8.32,4.57,1.47,0.05,0.0,0.0,0.0,0.0,0.71,3.5,7.36,9.47,2.95
ALLSKY_SFC_SW_DWN,2008,8.07,4.8,1.3,0.05,0.0,0.0,0.0,0.01,0.66,3.46,7.82,9.71,2.99
ALLSKY_SFC_SW_DWN,2009,7.95,4.9,1.41,0.05,0.0,0.0,0.0,0.01,0.76,3.48,7.42,9.25,2.94
ALLSKY_SFC_SW_DWN,2010,7.9,4.79,1.41,0.06,0.0,0.0,0.0,0.01,0.74,3.56,7.7,9.14,2.94
ALLSKY_SFC_SW_DWN,2011,7.83,4.83,1.46,0.07,0.0,0.0,0.0,0.01,0.78,3.47,7.96,9.2,2.97
ALLSKY_SFC_SW_DWN,2012,8.06,4.77,1.36,0.05,0.0,0.0,0.0,0.01,0.74,3.64,7.8,9.11,2.96
ALLSKY_SFC_SW_DWN,2013,7.76,4.55,1.28,0.06,0.0,0.0,0.0,0.01,0.75,3.64,7.87,9.27,2.93
ALLSKY_SFC_SW_DWN,2014,8.05,4.77,1.46,0.06,0.0,0.0,0.0,0.01,0.68,3.57,7.73,9.34,2.97
ALLSKY_SFC_SW_DWN,2015,8.25,4.67,1.4,0.07,0.0,0.0,0.0,0.01,0.73,3.49,7.72,9.33,2.97
ALLSKY_SFC_SW_DWN,2016,7.89,4.84,1.3,0.07,0.0,0.0,0.0,0.01,0.8,3.59,7.5,9.49,2.96
ALLSKY_SFC_SW_DWN,2017,8.19,4.6,1.37,0.06,0.0,0.0,0.0,0.01,0.81,3.59,7.26,9.4,2.94
ALLSKY_SFC_SW_DWN,2018,7.96,4.62,1.44,0.06,0.0,0.0,0.0,0.01,0.72,3.51,7.8,9.37,2.96
ALLSKY_SFC_SW_DWN,2019,8.01,4.74,1.4,0.07,0.0,0.0,0.0,0.01,0.68,3.48,7.55,9.26,2.93
ALLSKY_SFC_SW_DWN,2020,7.76,4.51,1.39,0.05,0.0,0.0,0.0,0.01,0.77,3.53,8.1,9.54,2.97
ALLSKY_SFC_SW_DWN,2021,8.17,4.7,1.39,0.05,0.0,0.0,0.0,0.01,0.78,3.8,7.61,9.6,3.01
ALLSKY_SFC_SW_DWN,2022,8.08,4.49,1.4,0.06,0.0,0.0,0.0,0.01,0.75,3.92,7.79,9.31,2.98
ALLSKY_SFC_SW_DWN,2023,7.74,4.64,1.45,0.08,0.0,0.0,0.0,0.01,0.73,3.55,7.85,9.44,2.96
PRECTOTCORR,2000,0.14,0.59,0.46,0.47,0.31,0.19,0.3,0.18,0.41,0.16,0.45,0.21,0.32
PRECTOTCORR,2001,0.21,0.17,0.03,0.54,0.09,0.82,0.4,0.03,0.06,0.07,0.12,0.66,0.27
PRECTOTCORR,2002,0.18,0.22,0.87,0.15,0.71,0.44,0.16,0.38,0.51,0.63,0.86,0.3,0.45
PRECTOTCORR,2003,0.48,0.09,0.69,0.25,0.5,0.52,0.33,0.21,0.77,0.27,0.82,0.43,0.45
PRECTOTCORR,2004,0.11,0.09,0.13,0.34,0.18,0.39,0.29,0.1,0.15,0.1,0.13,0.2,0.18
PRECTOTCORR,2005,0.58,0.26,0.14,0.17,0.94,0.93,0.35,0.17,0.04,0.1,0.1,0.25,0.34
PRECTOTCORR,2006,0.24,0.85,0.2,0.23,0.1,0.57,0.1,0.46,0.8,0.35,0.24,0.24,0.36
PRECTOTCORR,2007,0.09,0.68,0.76,0.39,0.05,0.14,0.59,0.39,0.16,0.15,0.32,0.37,0.34
PRECTOTCORR,2008,0.76,0.61,0.23,0.14,0.16,0.81,0.15,0.06,0.14,0.39,0.07,0.07,0.3
PRECTOTCORR,2009,0.35,0.32,0.06,1.16,0.04,0.19,0.54,0.33,0.03,0.24,0.74,0.14,0.34
PRECTOTCORR,2010,0.15,0.48,0.31,0.6,0.11,0.03,0.21,0.19,0.38,0.04,0.15,0.16,0.23
PRECTOTCORR,2011,0.23,0.13,0.92,0.52,0.58,0.48,0.98,0.17,0.68,0.3,0.16,0.24,0.45
PRECTOTCORR,2012,0.23,0.56,0.41,0.37,0.75,0.18,0.25,0.64,0.58,0.61,0.16,0.4,0.43
PRECTOTCORR,2013,0.7,0.55,0.69,0.73,0.48,0.16,0.18,0.19,0.06,0.27,0.09,0.33,0.37
PRECTOTCORR,2014,0.47,0.6,0.75,0.05,0.45,0.07,0.05,1.06,0.38,0.81,0.18,0.44,0.44
PRECTOTCORR,2015,0.35,0.71,0.29,0.07,0.39,0.32,0.22,0.58,0.26,0.21,0.06,0.08,0.3
