-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2023 in LST
Location: Latitude  -75.83   Longitude 90.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 3621.28 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2000,9.64,5.1,2.12,0.31,0.0,0.0,0.0,0.07,1.15,3.75,7.56,10.84,3.38
ALLSKY_SFC_SW_DWN,2001,9.31,4.9,2.08,0.3,0.0,0.0,0.0,0.09,1.17,3.71,7.83,10.09,3.29
ALLSKY_SFC_SW_DWN,2002,9.44,5.5,1.99,0.29,0.0,0.0,0.0,0.09,1.25,3.75,7.94,10.63,3.41
ALLSKY_SFC_SW_DWN,2003,9.87,5.26,2.18,0.33,0.0,0.0,0.0,0.07,1.11,3.72,7.99,10.85,3.45
ALLSKY_SFC_SW_DWN,2004,9.65,5.48,2.12,0.32,0.0,0.0,0.0,0.08,1.26,3.57,7.88,10.58,3.41
ALLSKY_SFC_SW_DWN,2005,9.82,5.14,2.06,0.31,0.0,0.0,0.0,0.09,1.21,3.61,7.89,10.31,3.37
ALLSKY_SFC_SW_DWN,2006,9.53,5.34,2.14,0.27,0.0,0.0,0.0,0.08,1.18,3.47,7.72,10.91,3.39
ALLSKY_SFC_SW_DWN,2007,9.44,5.46,2.06,0.36,0.0,0.0,0.0,0.07,1.18,3.81,7.45,11.26,3.42
ALLSKY_SFC_SW_DWN,2008,9.69,4.99,2.14,0.31,0.0,0.0,0.0,0.08,1.2,3.53,7.44,10.87,3.35
ALLSKY_SFC_SW_DWN,2009,9.73,5.06,2.1,0.28,0.0,0.0,0.0,0.08,1.15,3.67,7.8,10.77,3.39
ALLSKY_SFC_SW_DWN,2010,9.87,5.43,2.14,0.32,0.0,0.0,0.0,0.07,1.11,3.74,7.62,10.26,3.38
ALLSKY_SFC_SW_DWN,2011,9.47,5.71,2.24,0.35,0.0,0.0,0.0,0.07,1.19,3.87,8.2,11.06,3.51
ALLSKY_SFC_SW_DWN,2012,9.7,5.57,2.12,0.28,0.0,0.0,0.0,0.08,1.37,3.96,8.21,10.58,3.49
ALLSKY_SFC_SW_DWN,2013,9.14,4.98,2.29,0.33,0.0,0.0,0.0,0.09,1.14,3.66,7.95,10.88,3.37
ALLSKY_SFC_SW_DWN,2014,9.39,5.49,2.19,0.36,0.0,0.0,0.0,0.08,1.23,3.62,8.17,11.16,3.47
ALLSKY_SFC_SW_DWN,2015,9.95,5.84,2.15,0.38,0.0,0.0,0.0,0.07,1.05,3.68,8.04,10.49,3.47
ALLSKY_SFC_SW_DWN,2016,9.71,5.71,2.18,0.31,0.0,0.0,0.0,0.1,1.22,3.57,8.24,11.13,3.51
ALLSKY_SFC_SW_DWN,2017,9.27,5.47,2.16,0.31,0.0,0.0,0.0,0.07,1.18,3.87,7.65,10.8,3.4
ALLSKY_SFC_SW_DWN,2018,9.83,5.69,2.16,0.3,0.0,0.0,0.0,0.08,1.19,3.89,8.23,10.99,3.53
ALLSKY_SFC_SW_DWN,2019,9.88,5.81,2.2,0.35,0.0,0.0,0.0,0.07,1.19,3.51,8.09,10.48,3.46
ALLSKY_SFC_SW_DWN,2020,9.35,5.57,2.15,0.28,0.0,0.0,0.0,0.09,1.12,3.42,8.16,11.28,3.45
ALLSKY_SFC_SW_DWN,2021,9.78,5.63,2.19,0.31,0.0,0.0,0.0,0.06,1.17,3.61,8.16,10.58,3.46
ALLSKY_SFC_SW_DWN,2022,9.9,5.65,2.11,0.31,0.0,0.0,0.0,0.08,1.19,3.85,8.19,10.74,3.5
ALLSKY_SFC_SW_DWN,2023,9.58,5.65,2.1,0.3,0.0,0.0,0.0,0.08,1.23,3.77,7.84,10.86,3.45
PRECTOTCORR,2000,0.08,0.15,0.14,0.23,0.08,0.1,0.1,0.13,0.24,0.06,0.11,0.02,0.12
PRECTOTCORR,2001,0.17,0.32,0.14,0.14,0.12,0.1,0.1,0.05,0.06,0.11,0.13,0.33,0.15
PRECTOTCORR,2002,0.12,0.09,0.23,0.2,0.16,0.15,0.09,0.08,0.06,0.07,0.08,0.13,0.12
PRECTOTCORR,2003,0.1,0.37,0.13,0.09,0.1,0.07,0.07,0.03,0.14,0.04,0.08,0.09,0.11
PRECTOTCORR,2004,0.17,0.14,0.08,0.1,0.14,0.11,0.11,0.2,0.05,0.12,0.15,0.19,0.13
PRECTOTCORR,2005,0.04,0.12,0.32,0.08,0.12,0.12,0.1,0.1,0.1,0.09,0.12,0.23,0.13
PRECTOTCORR,2006,0.15,0.19,0.13,0.23,0.05,0.05,0.14,0.08,0.23,0.15,0.13,0.09,0.14
PRECTOTCORR,2007,0.16,0.17,0.14,0.19,0.15,0.2,0.15,0.22,0.15,0.09,0.26,0.01,0.16
PRECTOTCORR,2008,0.13,0.1,0.09,0.14,0.22,0.09,0.12,0.09,0.05,0.07,0.29,0.06,0.12
PRECTOTCORR,2009,0.06,0.44,0.14,0.14,0.1,0.12,0.16,0.19,0.14,0.05,0.17,0.1,0.15
PRECTOTCORR,2010,0.04,0.26,0.13,0.09,0.05,0.17,0.06,0.07,0.24,0.11,0.1,0.21,0.13
PRECTOTCORR,2011,0.17,0.04,0.11,0.15,0.09,0.06,0.38,0.11,0.05,0.08,0.06,0.05,0.11
PRECTOTCORR,2012,0.09,0.15,0.11,0.16,0.14,0.08,0.06,0.07,0.06,0.09,0.1,0.17,0.11
PRECTOTCORR,2013,0.18,0.18,0.07,0.12,0.15,0.14,0.12,0.07,0.29,0.12,0.13,0.08,0.14
PRECTOTCORR,2014,0.16,0.15,0.14,0.07,0.2,0.06,0.12,0.09,0.06,0.09,0.12,0.05,0.11
PRECTOTCORR,2015,0.06,0.09,0.11,0.06,0.09,0.25,0.19,0.18,0.11,0.02,0.16,0.12,0.12
PRECTOTCORR,2016,0.09,0.1,0.07,0.11,0.16,0.14,0.14,0.07,0.05,0.11,0.05,0.06,0.1
PRECTOTCORR,2017,0.24,0.1,0.07,0.12,0.11,0.09,0.13,0.15,0.08,0.01,0.1,0.06,0.11
PRECTOTCORR,2018,0.06,0.1,0.13,0.19,0.04,0.07,0.17,0.1,0.08,0.04,0.06,0.03,0.09
PRECTOTCORR,2019,0.06,0.06,0.09,0.12,0.08,0.16,0.13,0.21,0.12,0.04,0.04,0.24,0.11
PRECTOTCORR,2020,0.22,0.14,0.11,0.18,0.29,0.17,0.22,0.19,0.23,0.2,0.08,0.03,0.17
PRECTOTCORR,2021,0.08,0.12,0.08,0.13,0.1,0.11,0.15,0.25,0.18,0.25,0.1,0.16,0.14
PRECTOTCORR,2022,0.05,0.07,0.2,0.12,0.22,0.12,0.18,0.14,0.1,0.16,0.06,0.09,0.13
PRECTOTCORR,2023,0.11,0.16,0.18,0.09,0.09,0.11,0.06,0.05,0.15,0.11,0.1,0.16,0.11
PS,2000,61.68,61.44,61.15,61.52,60.72,61.44,60.93,61.06,61.27,60.2,62.29,62.64,61.36
PS,2001,62.27,62.17,61.33,60.86,61.37,61.05,61.36,60.35,60.55,60.67,61.57,61.99,61.3
