-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2023 in LST
Location: Latitude  -82.5   Longitude 90.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 3622.16 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2000,9.92,5.17,1.28,0.03,0.0,0.0,0.0,0.0,0.47,3.22,7.72,11.17,3.25
ALLSKY_SFC_SW_DWN,2001,10.23,5.47,1.42,0.02,0.0,0.0,0.0,0.0,0.51,3.14,7.72,11.1,3.3
ALLSKY_SFC_SW_DWN,2002,9.84,4.82,1.35,0.03,0.0,0.0,0.0,0.0,0.54,3.2,7.83,10.8,3.2
ALLSKY_SFC_SW_DWN,2003,10.06,5.57,1.4,0.03,0.0,0.0,0.0,0.0,0.55,3.22,7.45,11.38,3.3
ALLSKY_SFC_SW_DWN,2004,10.11,5.59,1.28,0.01,0.0,0.0,0.0,0.0,0.5,3.2,8.33,11.25,3.36
ALLSKY_SFC_SW_DWN,2005,9.64,5.17,1.27,0.02,0.0,0.0,0.0,0.0,0.47,3.21,7.76,10.81,3.2
ALLSKY_SFC_SW_DWN,2006,10.03,5.87,1.53,0.02,0.0,0.0,0.0,0.0,0.48,3.23,7.44,11.36,3.33
ALLSKY_SFC_SW_DWN,2007,9.85,5.69,1.55,0.02,0.0,0.0,0.0,0.0,0.46,3.26,7.61,10.96,3.28
ALLSKY_SFC_SW_DWN,2008,10.37,5.08,1.28,0.02,0.0,0.0,0.0,0.0,0.51,3.23,7.56,11.41,3.29
ALLSKY_SFC_SW_DWN,2009,9.6,5.23,1.41,0.02,0.0,0.0,0.0,0.0,0.53,3.22,7.94,11.25,3.27
ALLSKY_SFC_SW_DWN,2010,9.54,5.09,1.34,0.03,0.0,0.0,0.0,0.0,0.44,3.04,7.47,10.78,3.14
ALLSKY_SFC_SW_DWN,2011,9.95,5.29,1.53,0.02,0.0,0.0,0.0,0.0,0.45,3.11,7.99,11.1,3.29
ALLSKY_SFC_SW_DWN,2012,10.22,5.27,1.37,0.02,0.0,0.0,0.0,0.0,0.54,3.52,8.02,11.3,3.35
ALLSKY_SFC_SW_DWN,2013,9.29,5.26,1.41,0.02,0.0,0.0,0.0,0.0,0.48,3.32,7.97,11.34,3.26
ALLSKY_SFC_SW_DWN,2014,10.04,5.57,1.51,0.02,0.0,0.0,0.0,0.0,0.49,3.23,8.22,10.83,3.33
ALLSKY_SFC_SW_DWN,2015,9.86,5.67,1.39,0.03,0.0,0.0,0.0,0.0,0.49,3.11,7.4,10.85,3.23
ALLSKY_SFC_SW_DWN,2016,10.2,5.79,1.36,0.02,0.0,0.0,0.0,0.0,0.49,3.22,8.39,11.19,3.39
ALLSKY_SFC_SW_DWN,2017,9.74,5.5,1.4,0.02,0.0,0.0,0.0,0.0,0.53,3.09,7.83,10.7,3.23
ALLSKY_SFC_SW_DWN,2018,9.48,5.19,1.29,0.02,0.0,0.0,0.0,0.0,0.46,3.0,7.6,10.4,3.12
ALLSKY_SFC_SW_DWN,2019,9.75,4.82,1.37,0.03,0.0,0.0,0.0,0.0,0.52,3.21,8.33,11.34,3.28
ALLSKY_SFC_SW_DWN,2020,10.17,5.55,1.32,0.02,0.0,0.0,0.0,0.0,0.46,3.3,7.86,10.7,3.28
ALLSKY_SFC_SW_DWN,2021,10.0,5.49,1.38,0.02,0.0,0.0,0.0,0.0,0.46,3.13,7.28,11.01,3.23
ALLSKY_SFC_SW_DWN,2022,9.62,5.07,1.4,0.02,0.0,0.0,0.0,0.0,0.54,3.32,7.67,11.23,3.24
