-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2023 in LST
Location: Latitude  -75.83   Longitude -90.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1130.7 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2000,8.86,5.61,1.94,0.26,0.0,0.0,0.0,0.06,1.18,4.05,7.78,9.34,3.26
ALLSKY_SFC_SW_DWN,2001,8.52,5.01,2.01,0.23,0.0,0.0,0.0,0.07,1.18,4.04,7.69,9.77,3.21
ALLSKY_SFC_SW_DWN,2002,8.16,5.01,2.13,0.27,0.0,0.0,0.0,0.06,1.09,4.16,7.76,9.35,3.17
ALLSKY_SFC_SW_DWN,2003,8.06,5.08,2.01,0.2,0.0,0.0,0.0,0.06,1.1,3.54,7.81,9.74,3.13
ALLSKY_SFC_SW_DWN,2004,8.55,5.02,1.8,0.2,0.0,0.0,0.0,0.06,1.16,3.62,7.03,9.34,3.07
ALLSKY_SFC_SW_DWN,2005,8.79,4.88,1.84,0.22,0.0,0.0,0.0,0.06,1.03,3.67,7.35,9.9,3.15
ALLSKY_SFC_SW_DWN,2006,8.53,4.84,2.02,0.24,0.0,0.0,0.0,0.06,1.21,3.43,7.22,9.63,3.1
ALLSKY_SFC_SW_DWN,2007,8.32,5.26,2.03,0.26,0.0,0.0,0.0,0.06,1.01,3.89,7.52,9.4,3.15
ALLSKY_SFC_SW_DWN,2008,8.26,4.97,1.86,0.23,0.0,0.0,0.0,0.07,0.95,3.81,7.31,9.75,3.1
ALLSKY_SFC_SW_DWN,2009,8.28,4.84,1.81,0.23,0.0,0.0,0.0,0.06,1.08,3.78,7.66,9.58,3.11
ALLSKY_SFC_SW_DWN,2010,8.49,4.74,1.97,0.24,0.0,0.0,0.0,0.06,0.94,3.58,7.69,9.78,3.12
ALLSKY_SFC_SW_DWN,2011,8.38,5.05,1.99,0.24,0.0,0.0,0.0,0.06,1.16,3.91,7.13,9.65,3.13
ALLSKY_SFC_SW_DWN,2012,8.61,5.27,1.77,0.22,0.0,0.0,0.0,0.07,1.09,4.17,7.74,9.71,3.22
ALLSKY_SFC_SW_DWN,2013,8.7,4.91,1.81,0.22,0.0,0.0,0.0,0.06,1.15,3.8,7.4,9.86,3.16
ALLSKY_SFC_SW_DWN,2014,8.5,5.19,1.92,0.21,0.0,0.0,0.0,0.06,1.14,3.77,7.67,10.08,3.21
ALLSKY_SFC_SW_DWN,2015,8.39,5.06,2.06,0.24,0.0,0.0,0.0,0.06,1.11,3.87,7.6,9.4,3.15
ALLSKY_SFC_SW_DWN,2016,8.26,4.81,1.78,0.23,0.0,0.0,0.0,0.06,1.07,3.73,7.42,9.18,3.04
ALLSKY_SFC_SW_DWN,2017,8.12,4.96,1.74,0.22,0.0,0.0,0.0,0.07,1.14,3.85,7.13,9.65,3.07
ALLSKY_SFC_SW_DWN,2018,8.46,5.18,2.05,0.25,0.0,0.0,0.0,0.07,1.04,3.6,7.38,9.23,3.1
ALLSKY_SFC_SW_DWN,2019,8.82,5.41,1.91,0.24,0.0,0.0,0.0,0.06,1.08,3.65,7.36,9.55,3.17
ALLSKY_SFC_SW_DWN,2020,8.4,4.78,1.75,0.21,0.0,0.0,0.0,0.07,1.17,3.52,7.46,9.31,3.06
ALLSKY_SFC_SW_DWN,2021,8.34,4.7,1.73,0.22,0.0,0.0,0.0,0.06,1.14,3.7,7.45,9.71,3.09
ALLSKY_SFC_SW_DWN,2022,8.17,4.86,1.83,0.27,0.0,0.0,0.0,0.07,1.16,3.82,7.43,9.33,3.08
ALLSKY_SFC_SW_DWN,2023,8.44,4.77,1.87,0.23,0.0,0.0,0.0,0.07,1.07,3.78,7.23,9.06,3.04
PRECTOTCORR,2000,0.44,2.65,3.51,0.67,1.65,1.95,2.77,0.47,1.39,1.65,2.6,0.42,1.68
PRECTOTCORR,2001,0.24,0.44,0.67,0.38,2.64,0.81,0.64,0.72,2.29,0.85,0.23,0.51,0.87
PRECTOTCORR,2002,1.21,1.68,1.06,2.37,0.89,0.34,2.78,2.08,2.82,0.14,0.36,1.69,1.45
PRECTOTCORR,2003,0.87,0.77,2.15,2.7,2.66,0.65,0.67,1.25,2.55,1.92,0.33,1.41,1.49
PRECTOTCORR,2004,0.42,2.17,2.71,2.55,3.28,1.44,1.69,0.99,1.42,1.41,2.4,0.79,1.77
PRECTOTCORR,2005,0.08,1.65,1.41,2.43,2.27,1.07,1.45,1.8,2.62,3.45,2.32,0.61,1.76
PRECTOTCORR,2006,0.51,1.78,0.68,1.71,2.04,2.0,1.24,1.05,0.81,2.29,1.02,0.51,1.3
PRECTOTCORR,2007,0.93,1.21,0.68,1.12,3.13,1.5,0.65,1.21,3.36,0.68,0.76,1.92,1.43
