-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2023 in LST
Location: Latitude  -79.17   Longitude 0.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2410.3 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2000,9.34,5.06,1.39,0.09,0.0,0.0,0.0,0.01,0.83,3.64,7.95,10.2,3.21
ALLSKY_SFC_SW_DWN,2001,9.42,5.22,1.56,0.07,0.0,0.0,0.0,0.01,0.85,3.28,8.04,10.26,3.23
ALLSKY_SFC_SW_DWN,2002,8.94,5.35,1.68,0.08,0.0,0.0,0.0,0.0,0.77,3.47,7.86,10.43,3.22
ALLSKY_SFC_SW_DWN,2003,9.52,5.3,1.47,0.1,0.0,0.0,0.0,0.0,0.76,3.39,7.7,10.78,3.25
ALLSKY_SFC_SW_DWN,2004,9.02,5.46,1.54,0.09,0.0,0.0,0.0,0.0,0.81,3.6,8.29,10.83,3.3
ALLSKY_SFC_SW_DWN,2005,9.15,5.46,1.57,0.08,0.0,0.0,0.0,0.01,0.82,3.76,8.11,10.78,3.31
ALLSKY_SFC_SW_DWN,2006,9.07,5.1,1.47,0.08,0.0,0.0,0.0,0.0,0.77,3.26,7.69,10.36,3.15
ALLSKY_SFC_SW_DWN,2007,9.06,5.36,1.64,0.09,0.0,0.0,0.0,0.0,0.76,3.55,7.79,10.66,3.24
ALLSKY_SFC_SW_DWN,2008,9.11,5.32,1.5,0.07,0.0,0.0,0.0,0.01,0.85,3.6,7.82,11.12,3.28
ALLSKY_SFC_SW_DWN,2009,9.37,5.24,1.5,0.09,0.0,0.0,0.0,0.01,0.8,3.73,8.65,9.98,3.28
ALLSKY_SFC_SW_DWN,2010,9.51,5.47,1.58,0.07,0.0,0.0,0.0,0.01,0.7,3.67,7.95,10.33,3.27
ALLSKY_SFC_SW_DWN,2011,9.7,5.11,1.6,0.09,0.0,0.0,0.0,0.0,0.67,3.51,8.53,10.7,3.33
ALLSKY_SFC_SW_DWN,2012,9.62,5.34,1.59,0.07,0.0,0.0,0.0,0.01,0.78,3.51,8.28,10.98,3.35
ALLSKY_SFC_SW_DWN,2013,9.04,5.15,1.62,0.08,0.0,0.0,0.0,0.01,0.77,3.76,8.22,10.54,3.26
