-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2023 in LST
Location: Latitude  -79.17   Longitude 90.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 3758.68 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2000,9.54,4.67,1.74,0.09,0.0,0.0,0.0,0.01,0.84,3.49,7.18,10.72,3.19
ALLSKY_SFC_SW_DWN,2001,9.88,4.99,1.83,0.1,0.0,0.0,0.0,0.01,0.89,3.37,7.86,10.27,3.27
ALLSKY_SFC_SW_DWN,2002,9.02,5.3,1.81,0.11,0.0,0.0,0.0,0.01,0.9,3.55,7.56,10.92,3.27
ALLSKY_SFC_SW_DWN,2003,9.65,4.71,1.97,0.12,0.0,0.0,0.0,0.0,0.75,3.44,7.42,10.87,3.25
ALLSKY_SFC_SW_DWN,2004,9.51,4.86,1.75,0.09,0.0,0.0,0.0,0.01,0.82,3.26,7.31,10.61,3.18
ALLSKY_SFC_SW_DWN,2005,9.86,4.98,1.84,0.11,0.0,0.0,0.0,0.01,0.85,3.36,6.9,10.62,3.21
ALLSKY_SFC_SW_DWN,2006,9.87,4.59,1.9,0.11,0.0,0.0,0.0,0.01,0.77,3.23,7.2,11.03,3.23
ALLSKY_SFC_SW_DWN,2007,9.35,5.27,1.88,0.13,0.0,0.0,0.0,0.01,0.83,3.37,7.25,11.22,3.27
ALLSKY_SFC_SW_DWN,2008,9.4,5.41,1.83,0.08,0.0,0.0,0.0,0.01,0.87,3.55,7.06,11.09,3.27
ALLSKY_SFC_SW_DWN,2009,9.9,4.67,1.89,0.11,0.0,0.0,0.0,0.01,0.89,3.52,7.51,11.0,3.29
ALLSKY_SFC_SW_DWN,2010,9.8,5.18,1.9,0.12,0.0,0.0,0.0,0.01,0.83,3.41,7.16,10.64,3.25
ALLSKY_SFC_SW_DWN,2011,9.95,5.36,1.93,0.11,0.0,0.0,0.0,0.0,0.78,3.18,7.89,11.1,3.36
ALLSKY_SFC_SW_DWN,2012,9.88,5.42,1.89,0.1,0.0,0.0,0.0,0.01,0.95,3.73,8.18,10.72,3.41
ALLSKY_SFC_SW_DWN,2013,9.92,5.24,1.85,0.12,0.0,0.0,0.0,0.01,0.84,3.52,7.71,11.23,3.37
ALLSKY_SFC_SW_DWN,2014,9.21,4.96,1.98,0.12,0.0,0.0,0.0,0.01,0.88,3.48,7.36,10.99,3.25
ALLSKY_SFC_SW_DWN,2015,10.09,5.14,1.95,0.13,0.0,0.0,0.0,0.0,0.81,3.37,7.69,10.48,3.3
ALLSKY_SFC_SW_DWN,2016,9.83,5.04,1.89,0.11,0.0,0.0,0.0,0.01,0.9,3.4,7.87,11.32,3.37
ALLSKY_SFC_SW_DWN,2017,9.44,4.88,1.86,0.12,0.0,0.0,0.0,0.01,0.87,3.17,7.87,10.89,3.26
ALLSKY_SFC_SW_DWN,2018,9.76,5.5,1.83,0.12,0.0,0.0,0.0,0.01,0.82,3.05,7.04,10.59,3.23
ALLSKY_SFC_SW_DWN,2019,9.92,5.21,1.84,0.13,0.0,0.0,0.0,0.01,0.84,3.41,7.95,10.74,3.34
ALLSKY_SFC_SW_DWN,2020,9.77,5.01,1.88,0.1,0.0,0.0,0.0,0.01,0.79,3.0,7.2,10.88,3.22
ALLSKY_SFC_SW_DWN,2021,9.88,4.9,1.89,0.11,0.0,0.0,0.0,0.01,0.79,3.05,7.22,10.71,3.21
ALLSKY_SFC_SW_DWN,2022,9.91,4.9,1.82,0.11,0.0,0.0,0.0,0.01,0.82,3.38,7.27,11.26,3.29
ALLSKY_SFC_SW_DWN,2023,9.93,5.22,1.9,0.11,0.0,0.0,0.0,0.01,0.83,3.63,7.68,10.84,3.35
PRECTOTCORR,2000,0.08,0.08,0.06,0.1,0.06,0.07,0.07,0.08,0.13,0.04,0.05,0.02,0.07
PRECTOTCORR,2001,0.08,0.1,0.12,0.09,0.1,0.06,0.08,0.04,0.05,0.07,0.07,0.13,0.08
PRECTOTCORR,2002,0.11,0.06,0.08,0.11,0.1,0.09,0.06,0.03,0.05,0.04,0.06,0.06,0.07
PRECTOTCORR,2003,0.08,0.17,0.08,0.06,0.05,0.03,0.05,0.03,0.08,0.04,0.05,0.1,0.07
PRECTOTCORR,2004,0.12,0.11,0.08,0.06,0.08,0.08,0.05,0.14,0.05,0.07,0.07,0.11,0.09
PRECTOTCORR,2005,0.05,0.04,0.08,0.05,0.05,0.08,0.08,0.04,0.09,0.06,0.08,0.12,0.07
