-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2023 in LST
Location: Latitude  -72.5   Longitude 0.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1558.8 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2000,9.38,6.06,2.66,0.51,0.01,0.0,0.0,0.19,1.64,4.92,8.32,10.36,3.67
ALLSKY_SFC_SW_DWN,2001,8.91,5.59,2.53,0.49,0.01,0.0,0.0,0.18,1.61,4.25,8.09,9.87,3.46
ALLSKY_SFC_SW_DWN,2002,8.77,5.94,2.82,0.51,0.01,0.0,0.0,0.17,1.59,4.48,8.11,9.96,3.53
ALLSKY_SFC_SW_DWN,2003,9.17,5.86,2.78,0.53,0.01,0.0,0.0,0.16,1.64,4.59,8.06,10.23,3.59
ALLSKY_SFC_SW_DWN,2004,8.88,5.6,2.64,0.51,0.01,0.0,0.0,0.19,1.84,4.66,8.14,9.84,3.53
ALLSKY_SFC_SW_DWN,2005,8.89,5.74,2.44,0.5,0.01,0.0,0.0,0.18,1.65,4.56,8.5,9.79,3.52
ALLSKY_SFC_SW_DWN,2006,8.63,5.59,2.77,0.52,0.01,0.0,0.0,0.16,1.59,4.54,7.71,10.12,3.47
ALLSKY_SFC_SW_DWN,2007,9.02,5.89,2.75,0.54,0.01,0.0,0.0,0.16,1.59,4.28,7.32,10.27,3.48
ALLSKY_SFC_SW_DWN,2008,9.17,5.99,2.42,0.48,0.01,0.0,0.0,0.17,1.76,4.23,8.36,9.95,3.55
ALLSKY_SFC_SW_DWN,2009,8.76,5.96,2.52,0.49,0.01,0.0,0.0,0.18,1.56,4.37,7.89,9.95,3.47
