-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2023 in LST
Location: Latitude  -72.5   Longitude -90.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 6.36 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2000,7.67,5.24,2.09,0.47,0.01,0.0,0.0,0.25,2.1,5.41,8.08,9.29,3.38
ALLSKY_SFC_SW_DWN,2001,8.03,4.8,2.24,0.45,0.01,0.0,0.0,0.18,1.54,4.45,7.42,8.2,3.11
ALLSKY_SFC_SW_DWN,2002,6.45,4.36,1.99,0.41,0.01,0.0,0.0,0.15,1.45,4.38,7.49,8.72,2.95
ALLSKY_SFC_SW_DWN,2003,7.83,5.37,2.23,0.44,0.01,0.0,0.0,0.17,1.56,3.87,7.34,7.9,3.06
ALLSKY_SFC_SW_DWN,2004,7.56,4.5,1.78,0.4,0.01,0.0,0.0,0.19,1.59,4.07,7.19,9.01,3.02
ALLSKY_SFC_SW_DWN,2005,8.23,4.06,2.01,0.45,0.01,0.0,0.0,0.17,1.61,4.06,7.28,9.2,3.09
ALLSKY_SFC_SW_DWN,2006,7.78,5.02,2.35,0.43,0.01,0.0,0.0,0.18,1.56,3.89,7.14,9.25,3.13
ALLSKY_SFC_SW_DWN,2007,7.77,4.41,2.02,0.47,0.01,0.0,0.0,0.16,1.46,4.25,6.87,8.6,3.0
ALLSKY_SFC_SW_DWN,2008,7.49,4.54,1.6,0.41,0.01,0.0,0.0,0.17,1.53,4.32,7.49,9.0,3.05
ALLSKY_SFC_SW_DWN,2009,6.2,4.2,1.67,0.39,0.01,0.0,0.0,0.16,1.61,4.31,6.99,6.96,2.71
ALLSKY_SFC_SW_DWN,2010,6.37,3.69,1.67,0.39,0.01,0.0,0.0,0.17,1.51,4.07,7.48,9.16,2.88
ALLSKY_SFC_SW_DWN,2011,8.15,5.03,1.92,0.45,0.01,0.0,0.0,0.15,1.61,4.19,7.2,9.01,3.14
ALLSKY_SFC_SW_DWN,2012,7.72,4.21,1.74,0.4,0.01,0.0,0.0,0.17,1.55,4.43,7.52,7.5,2.94
ALLSKY_SFC_SW_DWN,2013,6.69,3.68,1.47,0.4,0.01,0.0,0.0,0.18,1.5,4.2,7.3,8.87,2.86
ALLSKY_SFC_SW_DWN,2014,6.55,4.54,1.97,0.39,0.01,0.0,0.0,0.16,1.55,4.06,7.55,9.02,2.98
ALLSKY_SFC_SW_DWN,2015,7.4,3.35,1.83,0.44,0.01,0.0,0.0,0.19,1.45,3.87,7.15,8.72,2.87
ALLSKY_SFC_SW_DWN,2016,6.64,4.9,2.16,0.46,0.01,0.0,0.0,0.17,1.4,3.9,7.3,8.96,2.99
ALLSKY_SFC_SW_DWN,2017,7.62,4.43,1.33,0.46,0.01,0.0,0.0,0.2,1.58,4.26,7.19,9.27,3.03
ALLSKY_SFC_SW_DWN,2018,7.77,4.44,2.04,0.41,0.01,0.0,0.0,0.18,1.53,3.99,7.41,9.26,3.09
ALLSKY_SFC_SW_DWN,2019,8.06,4.27,1.64,0.42,0.01,0.0,0.0,0.14,1.52,4.16,7.31,8.23,2.98
ALLSKY_SFC_SW_DWN,2020,7.73,4.13,1.75,0.42,0.01,0.0,0.0,0.19,1.66,4.08,7.26,8.72,3.0
ALLSKY_SFC_SW_DWN,2021,7.92,5.11,2.37,0.42,0.01,0.0,0.0,0.17,1.5,4.16,7.21,9.22,3.17
ALLSKY_SFC_SW_DWN,2022,7.72,4.07,1.63,0.43,0.01,0.0,0.0,0.17,1.48,4.15,7.1,7.02,2.81
ALLSKY_SFC_SW_DWN,2023,5.54,3.67,1.68,0.41,0.01,0.0,0.0,0.19,1.52,4.15,6.69,8.32,2.68
PRECTOTCORR,2000,0.96,3.97,6.08,1.82,4.18,3.41,4.46,1.82,2.24,3.51,3.16,0.49,3.01
PRECTOTCORR,2001,1.06,1.28,1.54,1.23,4.52,2.02,1.92,2.25,4.62,3.06,0.85,0.95,2.11
PRECTOTCORR,2002,1.83,4.16,1.99,4.0,1.03,0.96,3.49,3.69,3.44,0.66,1.03,3.49,2.48
PRECTOTCORR,2003,2.28,1.5,2.86,2.9,4.86,1.99,3.25,2.94,3.3,2.97,0.97,2.88,2.72
PRECTOTCORR,2004,1.16,3.12,3.54,4.57,5.47,4.17,3.31,3.49,3.38,2.65,3.65,1.33,3.32
PRECTOTCORR,2005,0.61,1.78,2.99,4.05,3.25,2.05,2.81,3.7,4.71,5.39,2.71,1.73,2.98
PRECTOTCORR,2006,1.1,3.85,1.58,3.79,5.04,2.81,3.44,1.64,2.19,2.96,2.18,1.27,2.65
PRECTOTCORR,2007,1.95,2.09,1.77,2.61,6.18,3.46,1.13,2.43,5.33,1.8,1.3,3.08,2.76
PRECTOTCORR,2008,2.12,2.3,1.94,2.89,3.3,5.09,5.78,4.12,7.09,2.99,1.2,1.35,3.35
PRECTOTCORR,2009,1.9,1.55,3.73,3.13,3.09,1.99,1.82,4.41,3.55,2.09,0.78,1.36,2.45
PRECTOTCORR,2010,0.95,3.27,2.02,2.96,2.52,4.66,5.57,6.21,5.54,3.62,2.8,0.29,3.37
