-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2023 in LST
Location: Latitude  -82.5   Longitude -180.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2000,8.58,5.54,1.2,0.01,0.0,0.0,0.0,0.0,0.53,4.51,8.01,10.15,3.21
ALLSKY_SFC_SW_DWN,2001,8.41,4.59,1.08,0.01,0.0,0.0,0.0,0.0,0.51,3.69,8.15,10.36,3.07
ALLSKY_SFC_SW_DWN,2002,8.71,4.95,0.98,0.01,0.0,0.0,0.0,0.0,0.47,3.52,7.61,9.7,3.0
ALLSKY_SFC_SW_DWN,2003,8.37,4.73,1.12,0.02,0.0,0.0,0.0,0.0,0.49,3.67,8.01,10.02,3.04
ALLSKY_SFC_SW_DWN,2004,8.27,4.94,1.05,0.01,0.0,0.0,0.0,0.0,0.52,3.61,8.09,9.76,3.02
ALLSKY_SFC_SW_DWN,2005,8.18,4.77,1.17,0.01,0.0,0.0,0.0,0.0,0.53,3.53,7.9,9.92,3.0
ALLSKY_SFC_SW_DWN,2006,8.38,4.63,1.06,0.01,0.0,0.0,0.0,0.0,0.45,3.62,7.91,9.73,2.98
ALLSKY_SFC_SW_DWN,2007,8.88,4.53,1.12,0.01,0.0,0.0,0.0,0.0,0.46,3.44,7.63,9.9,3.0
ALLSKY_SFC_SW_DWN,2008,8.59,4.67,1.07,0.01,0.0,0.0,0.0,0.0,0.5,3.52,8.05,9.79,3.02
ALLSKY_SFC_SW_DWN,2009,8.26,4.8,1.1,0.01,0.0,0.0,0.0,0.0,0.46,3.57,7.76,9.76,2.98
ALLSKY_SFC_SW_DWN,2010,8.22,4.58,1.16,0.01,0.0,0.0,0.0,0.0,0.46,3.62,7.91,9.64,2.97
