-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2023 in LST
Location: Latitude  -79.17   Longitude -90.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1954.01 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2000,8.69,4.82,1.35,0.06,0.0,0.0,0.0,0.01,0.69,3.39,7.19,9.31,2.96
ALLSKY_SFC_SW_DWN,2001,9.03,4.9,1.42,0.07,0.0,0.0,0.0,0.01,0.61,3.32,7.47,9.82,3.05
ALLSKY_SFC_SW_DWN,2002,8.36,4.77,1.55,0.07,0.0,0.0,0.0,0.0,0.61,3.46,7.85,9.74,3.03
ALLSKY_SFC_SW_DWN,2003,8.29,4.74,1.46,0.07,0.0,0.0,0.0,0.0,0.59,3.21,7.75,9.82,2.99
ALLSKY_SFC_SW_DWN,2004,8.93,4.72,1.33,0.06,0.0,0.0,0.0,0.01,0.73,3.41,7.3,9.92,3.03
ALLSKY_SFC_SW_DWN,2005,8.95,4.57,1.35,0.06,0.0,0.0,0.0,0.01,0.64,3.07,7.32,9.68,2.97
ALLSKY_SFC_SW_DWN,2006,8.78,4.89,1.39,0.06,0.0,0.0,0.0,0.01,0.7,3.12,7.2,9.77,2.99
ALLSKY_SFC_SW_DWN,2007,8.59,4.84,1.44,0.07,0.0,0.0,0.0,0.0,0.59,3.45,7.82,9.38,3.02
ALLSKY_SFC_SW_DWN,2008,8.69,4.7,1.43,0.05,0.0,0.0,0.0,0.01,0.67,3.57,7.83,9.94,3.07
ALLSKY_SFC_SW_DWN,2009,8.67,4.74,1.39,0.06,0.0,0.0,0.0,0.01,0.61,3.31,7.41,9.45,2.97
ALLSKY_SFC_SW_DWN,2010,8.64,4.76,1.44,0.06,0.0,0.0,0.0,0.0,0.65,3.18,7.49,9.51,2.98
ALLSKY_SFC_SW_DWN,2011,8.78,4.81,1.49,0.07,0.0,0.0,0.0,0.0,0.63,3.29,7.35,9.94,3.03
ALLSKY_SFC_SW_DWN,2012,8.83,5.05,1.2,0.06,0.0,0.0,0.0,0.01,0.67,3.46,7.54,10.05,3.07
ALLSKY_SFC_SW_DWN,2013,8.87,4.81,1.37,0.06,0.0,0.0,0.0,0.01,0.66,3.29,7.22,10.33,3.05
ALLSKY_SFC_SW_DWN,2014,8.64,5.02,1.36,0.06,0.0,0.0,0.0,0.01,0.63,3.14,7.69,10.4,3.08
ALLSKY_SFC_SW_DWN,2015,8.56,4.97,1.39,0.06,0.0,0.0,0.0,0.0,0.62,3.34,7.01,9.41,2.95
ALLSKY_SFC_SW_DWN,2016,8.86,4.9,1.42,0.06,0.0,0.0,0.0,0.01,0.61,3.27,7.59,9.49,3.02
ALLSKY_SFC_SW_DWN,2017,8.33,5.05,1.4,0.06,0.0,0.0,0.0,0.01,0.68,3.28,6.92,10.36,3.01
ALLSKY_SFC_SW_DWN,2018,8.94,5.01,1.39,0.06,0.0,0.0,0.0,0.01,0.6,3.3,7.05,8.94,2.94
ALLSKY_SFC_SW_DWN,2019,8.93,5.02,1.47,0.07,0.0,0.0,0.0,0.0,0.61,3.21,6.96,10.01,3.02
ALLSKY_SFC_SW_DWN,2020,8.66,4.71,1.28,0.05,0.0,0.0,0.0,0.01,0.67,3.34,7.09,9.54,2.95
ALLSKY_SFC_SW_DWN,2021,8.77,4.62,1.35,0.06,0.0,0.0,0.0,0.01,0.58,3.29,7.56,9.46,2.97
ALLSKY_SFC_SW_DWN,2022,8.0,4.53,1.41,0.06,0.0,0.0,0.0,0.0,0.66,3.49,7.72,9.87,2.98
ALLSKY_SFC_SW_DWN,2023,8.65,4.26,1.37,0.06,0.0,0.0,0.0,0.0,0.65,3.28,6.91,9.35,2.88
PRECTOTCORR,2000,0.21,0.99,1.27,0.44,0.45,0.88,1.07,0.25,0.68,0.6,1.07,0.36,0.69
PRECTOTCORR,2001,0.07,0.08,0.3,0.17,1.05,0.31,0.25,0.35,0.78,0.41,0.19,0.43,0.37
PRECTOTCORR,2002,0.47,0.4,0.56,1.28,0.48,0.16,0.93,0.74,0.71,0.17,0.09,0.57,0.55
PRECTOTCORR,2003,0.34,0.47,0.7,0.97,0.8,0.32,0.53,0.63,0.99,0.82,0.12,0.3,0.58
PRECTOTCORR,2004,0.13,0.91,1.23,1.12,1.1,0.52,0.46,0.44,0.68,0.39,1.01,0.32,0.69
PRECTOTCORR,2005,0.1,0.85,0.79,1.26,1.02,0.45,0.46,0.57,0.8,1.19,0.82,0.29,0.72
PRECTOTCORR,2006,0.21,0.51,0.31,0.75,0.84,1.0,0.39,0.36,0.31,0.67,0.39,0.27,0.5
PRECTOTCORR,2007,0.26,0.41,0.35,0.55,1.45,0.88,0.38,0.45,1.13,0.21,0.19,1.01,0.61
PRECTOTCORR,2008,0.24,0.58,0.21,0.75,0.49,0.97,1.08,0.75,1.07,0.54,0.17,0.27,0.59
PRECTOTCORR,2009,0.18,0.13,0.59,0.43,0.65,0.28,0.43,0.84,0.83,0.34,0.32,0.23,0.44
PRECTOTCORR,2010,0.3,0.57,0.44,0.33,0.42,0.91,0.92,0.97,0.91,0.5,0.46,0.43,0.6
PRECTOTCORR,2011,0.11,0.23,0.37,0.34,0.77,0.56,1.01,0.79,0.18,0.19,0.37,0.19,0.43
PRECTOTCORR,2012,0.16,0.25,0.66,1.15,0.93,0.47,0.79,0.41,0.9,0.21,0.18,0.14,0.52
PRECTOTCORR,2013,0.1,0.77,0.84,0.67,0.38,0.3,0.8,0.49,0.6,0.28,0.35,0.11,0.47
PRECTOTCORR,2014,0.15,0.24,0.43,1.57,0.8,1.0,0.37,0.45,0.88,0.87,0.2,0.08,0.59
PRECTOTCORR,2015,0.22,0.37,0.61,0.64,0.95,0.54,0.51,0.25,0.41,0.48,0.48,0.84,0.52
PRECTOTCORR,2016,0.15,0.46,0.46,0.39,1.46,0.89,0.51,0.43,0.68,1.08,0.28,0.27,0.59
PRECTOTCORR,2017,0.32,0.2,1.02,0.29,0.93,0.59,0.54,0.79,0.35,0.26,1.13,0.14,0.55
PRECTOTCORR,2018,0.14,0.1,0.57,0.31,1.02,0.81,0.42,0.57,0.47,1.26,0.49,0.42,0.55
PRECTOTCORR,2019,0.23,0.67,0.57,0.8,0.49,1.01,0.81,0.8,0.75,0.72,0.53,0.12,0.62
