-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2023 in LST
Location: Latitude  -79.17   Longitude 180.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2000,8.38,5.42,1.45,0.06,0.0,0.0,0.0,0.01,0.82,4.3,7.58,9.47,3.12
ALLSKY_SFC_SW_DWN,2001,8.35,4.5,1.51,0.09,0.0,0.0,0.0,0.0,0.69,3.67,7.32,9.89,3.0
ALLSKY_SFC_SW_DWN,2002,8.09,4.75,1.43,0.07,0.0,0.0,0.0,0.0,0.61,3.34,7.52,9.81,2.97
ALLSKY_SFC_SW_DWN,2003,8.26,4.84,1.43,0.07,0.0,0.0,0.0,0.0,0.71,3.47,7.55,9.5,2.99
ALLSKY_SFC_SW_DWN,2004,8.16,5.15,1.42,0.07,0.0,0.0,0.0,0.01,0.68,3.39,7.42,9.54,2.99
ALLSKY_SFC_SW_DWN,2005,8.18,4.96,1.49,0.06,0.0,0.0,0.0,0.01,0.68,3.48,7.58,9.33,2.98
ALLSKY_SFC_SW_DWN,2006,8.61,4.86,1.45,0.07,0.0,0.0,0.0,0.0,0.64,3.6,7.56,9.44,3.02
ALLSKY_SFC_SW_DWN,2007,8.35,4.61,1.53,0.06,0.0,0.0,0.0,0.01,0.68,3.4,7.22,9.46,2.94
ALLSKY_SFC_SW_DWN,2008,8.27,4.82,1.38,0.06,0.0,0.0,0.0,0.01,0.61,3.41,7.74,9.77,3.01
ALLSKY_SFC_SW_DWN,2009,8.08,5.02,1.5,0.06,0.0,0.0,0.0,0.01,0.68,3.45,7.32,9.16,2.94
