-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2023 in LST
Location: Latitude  -82.5   Longitude 180.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2000,8.64,5.67,1.29,0.02,0.0,0.0,0.0,0.0,0.57,4.57,8.05,10.14,3.25
ALLSKY_SFC_SW_DWN,2001,8.57,5.01,1.25,0.02,0.0,0.0,0.0,0.0,0.53,3.65,8.0,10.34,3.11
ALLSKY_SFC_SW_DWN,2002,8.74,5.34,1.26,0.02,0.0,0.0,0.0,0.0,0.44,3.49,7.79,9.74,3.07
ALLSKY_SFC_SW_DWN,2003,8.37,5.1,1.25,0.03,0.0,0.0,0.0,0.0,0.43,3.46,8.01,9.96,3.05
ALLSKY_SFC_SW_DWN,2004,8.41,5.21,1.16,0.02,0.0,0.0,0.0,0.0,0.49,3.45,7.94,9.88,3.05
ALLSKY_SFC_SW_DWN,2005,8.56,4.99,1.3,0.02,0.0,0.0,0.0,0.0,0.49,3.48,7.77,9.86,3.04
ALLSKY_SFC_SW_DWN,2006,8.66,4.78,1.3,0.02,0.0,0.0,0.0,0.0,0.46,3.59,7.87,9.65,3.03
ALLSKY_SFC_SW_DWN,2007,9.02,4.85,1.3,0.02,0.0,0.0,0.0,0.0,0.45,3.38,7.53,9.82,3.03
ALLSKY_SFC_SW_DWN,2008,8.75,4.92,1.22,0.02,0.0,0.0,0.0,0.0,0.4,3.44,7.81,10.03,3.05
ALLSKY_SFC_SW_DWN,2009,8.41,5.14,1.28,0.02,0.0,0.0,0.0,0.0,0.47,3.52,7.71,9.8,3.03
ALLSKY_SFC_SW_DWN,2010,8.31,4.98,1.33,0.02,0.0,0.0,0.0,0.0,0.42,3.49,7.87,9.58,3.0
ALLSKY_SFC_SW_DWN,2011,8.29,5.18,1.27,0.02,0.0,0.0,0.0,0.0,0.46,3.42,7.93,9.49,3.0
ALLSKY_SFC_SW_DWN,2012,8.29,4.98,1.29,0.02,0.0,0.0,0.0,0.0,0.49,3.65,8.09,9.57,3.03
ALLSKY_SFC_SW_DWN,2013,8.36,4.88,1.17,0.02,0.0,0.0,0.0,0.0,0.48,3.59,8.23,9.79,3.04
ALLSKY_SFC_SW_DWN,2014,8.91,5.07,1.32,0.02,0.0,0.0,0.0,0.0,0.42,3.39,8.14,9.63,3.07
ALLSKY_SFC_SW_DWN,2015,8.7,5.17,1.24,0.02,0.0,0.0,0.0,0.0,0.44,3.47,8.04,9.72,3.07
ALLSKY_SFC_SW_DWN,2016,8.49,5.07,1.13,0.02,0.0,0.0,0.0,0.0,0.51,3.56,7.89,9.97,3.05
ALLSKY_SFC_SW_DWN,2017,8.7,5.01,1.19,0.02,0.0,0.0,0.0,0.0,0.47,3.38,7.7,9.93,3.03
ALLSKY_SFC_SW_DWN,2018,8.53,4.91,1.19,0.02,0.0,0.0,0.0,0.0,0.38,3.4,7.87,10.01,3.03
ALLSKY_SFC_SW_DWN,2019,7.94,5.29,1.25,0.02,0.0,0.0,0.0,0.0,0.44,3.5,7.73,9.46,2.97
ALLSKY_SFC_SW_DWN,2020,8.42,4.76,1.19,0.02,0.0,0.0,0.0,0.0,0.49,3.53,8.3,10.03,3.06
